id,doc_id,type,context,stanford_sentence_id,stanford_token_start,stanford_token_end
fsh_29141-E11-83,fsh_29141,ORG,We,37,1,1
fsh_29141-E11-84,fsh_29141,ORG,We,38,1,1
fsh_29141-E11-144,fsh_29141,ORG,we,57,14,14
fsh_29141-E11-145,fsh_29141,ORG,"online, uh, pharmaceutical company -- where
I have -- filled and -- refilled take orders sent back to us online",32,22,22
fsh_29141-E11-146,fsh_29141,ORG,where,32,24,24
fsh_29141-E11-147,fsh_29141,ORG,us,57,16,16
fsh_29141-E11-148,fsh_29141,ORG,We,58,1,1
fsh_29141-E11-153,fsh_29141,ORG,they,58,22,22
fsh_29141-E11-157,fsh_29141,ORG,they,58,55,55
fsh_29141-E11-159,fsh_29141,ORG,they,61,4,4
fsh_29141-E12-64,fsh_29141,PER,"a little over three
hundred and some ((million)) employees",27,17,17
fsh_29141-E13-40,fsh_29141,PER,Alexander,10,1,1
fsh_29141-E13-41,fsh_29141,PER,Alexander,12,1,1
fsh_29141-E13-43,fsh_29141,PER,Alexander,14,1,1
fsh_29141-E13-45,fsh_29141,PER,Alexander,21,1,1
fsh_29141-E13-46,fsh_29141,PER,I,23,6,6
fsh_29141-E13-47,fsh_29141,PER,I,23,7,7
fsh_29141-E13-48,fsh_29141,PER,Alexander,21,32,32
fsh_29141-E13-50,fsh_29141,PER,Alexander,22,17,17
fsh_29141-E13-53,fsh_29141,PER,Alexander,24,4,4
fsh_29141-E13-54,fsh_29141,PER,Alexander,26,1,1
fsh_29141-E13-56,fsh_29141,PER,Alexander,30,1,1
fsh_29141-E13-57,fsh_29141,PER,you,25,14,14
fsh_29141-E13-58,fsh_29141,PER,you,25,16,16
fsh_29141-E13-59,fsh_29141,PER,Alexander,35,1,1
fsh_29141-E13-60,fsh_29141,PER,I,26,2,2
fsh_29141-E13-61,fsh_29141,PER,I,27,1,1
fsh_29141-E13-65,fsh_29141,PER,Alexander,41,1,1
fsh_29141-E13-66,fsh_29141,PER,you,29,4,4
fsh_29141-E13-68,fsh_29141,PER,Alexander,54,1,1
fsh_29141-E13-69,fsh_29141,PER,Alexander,60,1,1
fsh_29141-E13-70,fsh_29141,PER,I,31,1,1
fsh_29141-E13-71,fsh_29141,PER,"a patient care advocate",31,7,7
fsh_29141-E13-72,fsh_29141,PER,I,32,2,2
fsh_29141-E13-73,fsh_29141,PER,I,32,4,4
fsh_29141-E13-74,fsh_29141,PER,Alexander,67,1,1
fsh_29141-E13-75,fsh_29141,PER,I,32,10,10
fsh_29141-E13-77,fsh_29141,PER,I,35,8,8
fsh_29141-E13-85,fsh_29141,PER,I,36,1,1
fsh_29141-E13-86,fsh_29141,PER,I,37,12,12
fsh_29141-E13-87,fsh_29141,PER,I,38,7,7
fsh_29141-E13-88,fsh_29141,PER,I,40,4,4
fsh_29141-E13-89,fsh_29141,PER,I,40,13,13
fsh_29141-E13-136,fsh_29141,PER,I,55,9,9
fsh_29141-E13-137,fsh_29141,PER,I,55,25,25
fsh_29141-E13-138,fsh_29141,PER,I,55,54,54
fsh_29141-E13-142,fsh_29141,PER,I,57,4,4
fsh_29141-E13-143,fsh_29141,PER,my,57,6,6
fsh_29141-E13-152,fsh_29141,PER,I,58,20,20
fsh_29141-E13-154,fsh_29141,PER,I,58,29,29
fsh_29141-E13-155,fsh_29141,PER,I,58,34,34
fsh_29141-E13-156,fsh_29141,PER,I,58,52,52
fsh_29141-E13-158,fsh_29141,PER,I,61,2,2
fsh_29141-E13-160,fsh_29141,PER,I,61,6,6
fsh_29141-E13-161,fsh_29141,PER,I,61,15,15
fsh_29141-E13-162,fsh_29141,PER,I,61,22,22
fsh_29141-E13-163,fsh_29141,PER,my,61,27,27
fsh_29141-E13-246,fsh_29141,PER,I,32,25,25
fsh_29141-E13-257,fsh_29141,PER,this,10,4,4
fsh_29141-E13-258,fsh_29141,PER,"Alexander from Minnesota",10,6,6
fsh_29141-E15-90,fsh_29141,PER,"the account manager",36,7,7
fsh_29141-E16-91,fsh_29141,PER,"the vice president",36,15,15
fsh_29141-E17-92,fsh_29141,PER,"super-
team lead- team leads",37,9,9
fsh_29141-E18-93,fsh_29141,PER,"operations specialist",37,17,17
fsh_29141-E19-94,fsh_29141,PER,"team managers",38,10,10
fsh_29141-E20-95,fsh_29141,PER,"training managers",38,13,13
fsh_29141-E21-96,fsh_29141,PER,team,38,9,9
fsh_29141-E22-101,fsh_29141,PER,who,42,25,25
fsh_29141-E22-102,fsh_29141,PER,who,42,26,26
fsh_29141-E22-103,fsh_29141,PER,who,42,40,40
fsh_29141-E23-98,fsh_29141,PER,your,2,8,8
fsh_29141-E23-206,fsh_29141,PER,you,5,6,6
fsh_29141-E23-207,fsh_29141,PER,you,6,7,7
fsh_29141-E23-208,fsh_29141,PER,you,7,2,2
fsh_29141-E23-209,fsh_29141,PER,your,7,4,4
fsh_29141-E25-111,fsh_29141,PER,"a lot of salesmen in the company",44,10,10
fsh_29141-E25-112,fsh_29141,PER,they,44,15,15
fsh_29141-E25-116,fsh_29141,PER,"all the salesmen",46,5,5
fsh_29141-E25-119,fsh_29141,PER,they,47,17,17
fsh_29141-E25-120,fsh_29141,PER,"the salesmen",47,20,20
fsh_29141-E25-123,fsh_29141,PER,They,48,1,1
fsh_29141-E25-124,fsh_29141,PER,they,48,11,11
fsh_29141-E26-113,fsh_29141,PER,"the person that was the, uh,  head of the
organization",45,10,10
fsh_29141-E26-114,fsh_29141,PER,that,45,11,11
fsh_29141-E26-115,fsh_29141,PER,"the, uh,  head of the
organization",45,17,17
fsh_29141-E26-121,fsh_29141,PER,"the one that was in charge",47,34,34
fsh_29141-E26-122,fsh_29141,PER,that,47,35,35
fsh_29141-E26-125,fsh_29141,PER,him,48,16,16
fsh_29141-E28-117,fsh_29141,PER,"my employees",47,14,14
fsh_29141-E29-129,fsh_29141,PER,"the person who's in
charge",51,35,35
fsh_29141-E29-130,fsh_29141,PER,who,51,36,36
fsh_29141-E29-131,fsh_29141,PER,they,51,43,43
fsh_29141-E30-97,fsh_29141,PER,Who,4,1,1
fsh_29141-E31-135,fsh_29141,PER,us,53,13,13
fsh_29141-E32-140,fsh_29141,PER,everybody,56,10,10
fsh_29141-E32-141,fsh_29141,PER,everybody,56,16,16
fsh_29141-E33-149,fsh_29141,PER,"a lot of people who are from different country",58,6,6
fsh_29141-E33-150,fsh_29141,PER,who,58,7,7
fsh_29141-E34-151,fsh_29141,GPE,"different country",58,11,11
fsh_29141-E35-164,fsh_29141,PER,"my team lead",61,29,29
fsh_29141-E36-165,fsh_29141,PER,team,61,28,28
fsh_29141-E37-166,fsh_29141,PER,"the supervisor",61,32,32
fsh_29141-E37-167,fsh_29141,PER,she,61,34,34
fsh_29141-E37-168,fsh_29141,PER,her,61,38,38
fsh_29141-E38-170,fsh_29141,PER,"her
boss",61,39,39
fsh_29141-E38-171,fsh_29141,PER,"the boss",61,47,47
fsh_29141-E39-173,fsh_29141,ORG,"a company",64,5,5
fsh_29141-E39-174,fsh_29141,ORG,it,64,11,11
fsh_29141-E39-175,fsh_29141,ORG,it,64,21,21
fsh_29141-E39-182,fsh_29141,ORG,"the company",65,8,8
fsh_29141-E39-184,fsh_29141,ORG,"the company",65,26,26
fsh_29141-E40-176,fsh_29141,PER,who,64,42,42
fsh_29141-E40-177,fsh_29141,PER,who,64,43,43
fsh_29141-E40-178,fsh_29141,PER,"the one that's uh,  uh, indicated for -- for those problems -- to
handle",64,46,46
fsh_29141-E40-179,fsh_29141,PER,that,64,47,47
fsh_29141-E43-180,fsh_29141,PER,people,65,3,3
fsh_29141-E43-181,fsh_29141,PER,"those in the company",65,5,5
fsh_29141-E43-183,fsh_29141,PER,their,65,20,20
fsh_29141-E43-185,fsh_29141,PER,they,66,3,3
fsh_29141-E43-186,fsh_29141,PER,they,66,4,4
fsh_29141-E43-187,fsh_29141,PER,their,66,8,8
fsh_29141-E43-199,fsh_29141,PER,"just about
anybody",70,24,24
fsh_29141-E43-200,fsh_29141,PER,"somebody else",71,3,3
fsh_29141-E44-188,fsh_29141,PER,"the employees",68,19,19
fsh_29141-E44-189,fsh_29141,PER,them,69,3,3
fsh_29141-E44-191,fsh_29141,PER,they,70,5,5
fsh_29141-E44-192,fsh_29141,PER,they,70,7,7
fsh_29141-E44-193,fsh_29141,PER,they,70,33,33
fsh_29141-E44-194,fsh_29141,PER,they,70,35,35
fsh_29141-E44-195,fsh_29141,PER,they,70,37,37
fsh_29141-E44-196,fsh_29141,PER,they,70,47,47
fsh_29141-E44-197,fsh_29141,PER,me,71,9,9
fsh_29141-E45-198,fsh_29141,ORG,"a company that was, uh,  it was,  uh",43,16,16
fsh_29141-E45-242,fsh_29141,ORG,that,43,17,17
fsh_29141-E45-243,fsh_29141,ORG,it,43,22,22
fsh_29141-E45-244,fsh_29141,ORG,"the company",44,13,13
fsh_29141-E45-245,fsh_29141,ORG,"the
organization",45,20,20
fsh_29141-E46-169,fsh_29141,PER,whom,4,4,4
fsh_29141-E47-201,fsh_29141,PER,patient,31,5,5
fsh_29141-E48-217,fsh_29141,PER,you,42,41,41
fsh_29141-E48-222,fsh_29141,PER,you,51,31,31
fsh_29141-E48-228,fsh_29141,PER,you,58,39,39
fsh_29141-E48-229,fsh_29141,PER,you,58,41,41
fsh_29141-E48-230,fsh_29141,PER,yourself,58,44,44
fsh_29141-E48-231,fsh_29141,PER,you,58,46,46
fsh_29141-E48-233,fsh_29141,PER,you,60,10,10
fsh_29141-E49-139,fsh_29141,PER,You,56,1,1
fsh_29141-E49-210,fsh_29141,PER,you,21,37,37
fsh_29141-E49-211,fsh_29141,PER,you,21,52,52
fsh_29141-E49-212,fsh_29141,PER,You,30,2,2
fsh_29141-E49-213,fsh_29141,PER,you,32,14,14
fsh_29141-E49-214,fsh_29141,PER,you,35,4,4
fsh_29141-E49-215,fsh_29141,PER,you,38,4,4
fsh_29141-E49-216,fsh_29141,PER,you,42,34,34
fsh_29141-E49-218,fsh_29141,PER,you,44,21,21
fsh_29141-E49-219,fsh_29141,PER,you,44,36,36
fsh_29141-E49-220,fsh_29141,PER,You,45,1,1
fsh_29141-E49-221,fsh_29141,PER,you,46,17,17
fsh_29141-E49-223,fsh_29141,PER,you,52,11,11
fsh_29141-E49-224,fsh_29141,PER,you,55,48,48
fsh_29141-E49-225,fsh_29141,PER,you,56,21,21
fsh_29141-E49-226,fsh_29141,PER,you,58,15,15
fsh_29141-E49-227,fsh_29141,PER,you,58,31,31
fsh_29141-E49-232,fsh_29141,PER,you,58,62,62
fsh_29141-E49-234,fsh_29141,PER,you,61,43,43
fsh_29141-E49-235,fsh_29141,PER,you,61,56,56
fsh_29141-E49-236,fsh_29141,PER,you,70,15,15
fsh_29141-E49-237,fsh_29141,PER,you,70,30,30
fsh_29141-E49-238,fsh_29141,PER,you,70,65,65
fsh_29141-E49-239,fsh_29141,PER,you,55,34,34
fsh_29141-E50-241,fsh_29141,PER,they,6,13,13
fsh_29141-E50-247,fsh_29141,PER,"some of the people that you work with",6,2,2
fsh_29141-E51-248,fsh_29141,PER,"the people that you work with",6,5,5
fsh_29141-E51-249,fsh_29141,PER,that,6,6,6
fsh_29141-E52-253,fsh_29141,ORG,"your company",7,5,5
fsh_29141-E52-254,fsh_29141,ORG,it,8,7,7
fsh_29141-E56-259,fsh_29141,GPE,Minnesota,10,8,8
MARKETVIEW_20050204.1736-E1-2,MARKETVIEW_20050204.1736,ORG,"far more efficient
companies",6,31,31
MARKETVIEW_20050204.1736-E1-3,MARKETVIEW_20050204.1736,ORG,"Far more efficient companies",7,8,8
MARKETVIEW_20050204.1736-E2-24,MARKETVIEW_20050204.1736,ORG,"The
NASDAQ",7,15,15
MARKETVIEW_20050204.1736-E2-25,MARKETVIEW_20050204.1736,ORG,"NASDAQ , which I've been cheerleading for a while",1,23,23
MARKETVIEW_20050204.1736-E2-26,MARKETVIEW_20050204.1736,ORG,which,1,25,25
MARKETVIEW_20050204.1736-E2-39,MARKETVIEW_20050204.1736,ORG,"the
NASDAQ",4,47,47
MARKETVIEW_20050204.1736-E3-5,MARKETVIEW_20050204.1736,PER,You,8,4,4
MARKETVIEW_20050204.1736-E3-9,MARKETVIEW_20050204.1736,PER,you,15,3,3
MARKETVIEW_20050204.1736-E4-7,MARKETVIEW_20050204.1736,ORG,"a salt company",8,21,21
MARKETVIEW_20050204.1736-E5-8,MARKETVIEW_20050204.1736,ORG,they,14,4,4
MARKETVIEW_20050204.1736-E6-10,MARKETVIEW_20050204.1736,PER,I,16,3,3
MARKETVIEW_20050204.1736-E6-11,MARKETVIEW_20050204.1736,PER,I,16,8,8
MARKETVIEW_20050204.1736-E6-13,MARKETVIEW_20050204.1736,PER,I,17,1,1
MARKETVIEW_20050204.1736-E6-14,MARKETVIEW_20050204.1736,PER,I,17,3,3
MARKETVIEW_20050204.1736-E6-16,MARKETVIEW_20050204.1736,PER,I,18,1,1
MARKETVIEW_20050204.1736-E6-20,MARKETVIEW_20050204.1736,PER,muckdog,9,1,1
MARKETVIEW_20050204.1736-E6-23,MARKETVIEW_20050204.1736,PER,I,21,1,1
MARKETVIEW_20050204.1736-E7-4,MARKETVIEW_20050204.1736,ORG,they,5,3,3
MARKETVIEW_20050204.1736-E7-12,MARKETVIEW_20050204.1736,ORG,NYSE,16,11,11
MARKETVIEW_20050204.1736-E7-28,MARKETVIEW_20050204.1736,ORG,"the New York Stock Exchange",1,43,46
MARKETVIEW_20050204.1736-E7-29,MARKETVIEW_20050204.1736,ORG,"a for-profit entity",1,54,54
MARKETVIEW_20050204.1736-E7-30,MARKETVIEW_20050204.1736,ORG,It,2,1,1
MARKETVIEW_20050204.1736-E7-31,MARKETVIEW_20050204.1736,ORG,"The
exchange",4,2,2
MARKETVIEW_20050204.1736-E7-32,MARKETVIEW_20050204.1736,ORG,it,4,6,6
MARKETVIEW_20050204.1736-E7-36,MARKETVIEW_20050204.1736,ORG,exchange,4,16,16
MARKETVIEW_20050204.1736-E7-43,MARKETVIEW_20050204.1736,ORG,It,6,1,1
MARKETVIEW_20050204.1736-E7-44,MARKETVIEW_20050204.1736,ORG,"a dying organization",6,5,5
MARKETVIEW_20050204.1736-E7-45,MARKETVIEW_20050204.1736,ORG,it,6,14,14
MARKETVIEW_20050204.1736-E8-17,MARKETVIEW_20050204.1736,ORG,Sears-Kmart,18,5,6
MARKETVIEW_20050204.1736-E9-1,MARKETVIEW_20050204.1736,FAC,"the buildings",20,7,7
MARKETVIEW_20050204.1736-E9-18,MARKETVIEW_20050204.1736,FAC,"Those stores",19,2,2
MARKETVIEW_20050204.1736-E9-19,MARKETVIEW_20050204.1736,FAC,they,19,7,7
MARKETVIEW_20050204.1736-E10-21,MARKETVIEW_20050204.1736,PER,strippers,20,15,15
MARKETVIEW_20050204.1736-E10-22,MARKETVIEW_20050204.1736,PER,cashiers,20,17,17
MARKETVIEW_20050204.1736-E13-6,MARKETVIEW_20050204.1736,PER,I,8,13,13
MARKETVIEW_20050204.1736-E13-15,MARKETVIEW_20050204.1736,PER,you,17,6,6
MARKETVIEW_20050204.1736-E13-27,MARKETVIEW_20050204.1736,PER,I,1,26,26
MARKETVIEW_20050204.1736-E13-42,MARKETVIEW_20050204.1736,PER,Byrne,1,1,1
MARKETVIEW_20050204.1736-E16-33,MARKETVIEW_20050204.1736,PER,"the real owners",4,12,12
MARKETVIEW_20050204.1736-E16-34,MARKETVIEW_20050204.1736,PER,"holders of
exchange seats",4,14,14
MARKETVIEW_20050204.1736-E16-37,MARKETVIEW_20050204.1736,PER,their,4,21,21
MARKETVIEW_20050204.1736-E16-38,MARKETVIEW_20050204.1736,PER,they,4,31,31
MARKETVIEW_20050204.1736-E16-40,MARKETVIEW_20050204.1736,PER,their,4,50,50
MARKETVIEW_20050204.1736-E19-41,MARKETVIEW_20050204.1736,ORG,"growth
companies-turned-blue chips",4,55,55
MARKETVIEW_20050204.1736-T5-1,MARKETVIEW_20050204.1736,Time,"another couple decades",6,17,19
MARKETVIEW_20050204.1736-V1-1,MARKETVIEW_20050204.1736,Numeric,nine-figure,2,17,18
MARKETVIEW_20050204.1736-V2-1,MARKETVIEW_20050204.1736,Numeric,10.46%,1,35,36
MARKETVIEW_20050204.1736-V3-1,MARKETVIEW_20050204.1736,Numeric,40%,4,24,25
AGGRESSIVEVOICEDAILY_20041226.1712-E1-2,AGGRESSIVEVOICEDAILY_20041226.1712,ORG,Carolina,6,14,14
AGGRESSIVEVOICEDAILY_20041226.1712-E2-3,AGGRESSIVEVOICEDAILY_20041226.1712,PER,He,7,1,1
AGGRESSIVEVOICEDAILY_20041226.1712-E2-4,AGGRESSIVEVOICEDAILY_20041226.1712,PER,"the NFL's all-time leader in sacks",7,13,13
AGGRESSIVEVOICEDAILY_20041226.1712-E2-7,AGGRESSIVEVOICEDAILY_20041226.1712,PER,White,9,1,1
AGGRESSIVEVOICEDAILY_20041226.1712-E2-20,AGGRESSIVEVOICEDAILY_20041226.1712,PER,"Reggie White",5,12,13
AGGRESSIVEVOICEDAILY_20041226.1712-E2-21,AGGRESSIVEVOICEDAILY_20041226.1712,PER,"the Minister of Defense",5,8,10
AGGRESSIVEVOICEDAILY_20041226.1712-E2-23,AGGRESSIVEVOICEDAILY_20041226.1712,PER,his,5,22,22
AGGRESSIVEVOICEDAILY_20041226.1712-E2-24,AGGRESSIVEVOICEDAILY_20041226.1712,PER,White,6,1,1
AGGRESSIVEVOICEDAILY_20041226.1712-E3-5,AGGRESSIVEVOICEDAILY_20041226.1712,ORG,NFL,7,9,9
AGGRESSIVEVOICEDAILY_20041226.1712-E4-6,AGGRESSIVEVOICEDAILY_20041226.1712,PER,"Bruce Smith",8,8,9
AGGRESSIVEVOICEDAILY_20041226.1712-E5-1,AGGRESSIVEVOICEDAILY_20041226.1712,PER,"Peyton Manning",1,6,7
AGGRESSIVEVOICEDAILY_20041226.1712-E5-12,AGGRESSIVEVOICEDAILY_20041226.1712,PER,Manning,2,6,6
AGGRESSIVEVOICEDAILY_20041226.1712-E5-13,AGGRESSIVEVOICEDAILY_20041226.1712,PER,he,2,14,14
AGGRESSIVEVOICEDAILY_20041226.1712-E5-15,AGGRESSIVEVOICEDAILY_20041226.1712,PER,he,2,29,29
AGGRESSIVEVOICEDAILY_20041226.1712-E5-16,AGGRESSIVEVOICEDAILY_20041226.1712,PER,Manning,3,1,1
AGGRESSIVEVOICEDAILY_20041226.1712-E6-9,AGGRESSIVEVOICEDAILY_20041226.1712,PER,"Dan Marino",1,9,10
AGGRESSIVEVOICEDAILY_20041226.1712-E6-18,AGGRESSIVEVOICEDAILY_20041226.1712,PER,Marino,4,1,1
AGGRESSIVEVOICEDAILY_20041226.1712-E7-10,AGGRESSIVEVOICEDAILY_20041226.1712,ORG,"the San Diego Chargers",1,20,22
AGGRESSIVEVOICEDAILY_20041226.1712-E8-8,AGGRESSIVEVOICEDAILY_20041226.1712,PER,Scott,1,1,1
AGGRESSIVEVOICEDAILY_20041226.1712-E8-11,AGGRESSIVEVOICEDAILY_20041226.1712,PER,I,2,1,1
AGGRESSIVEVOICEDAILY_20041226.1712-E9-14,AGGRESSIVEVOICEDAILY_20041226.1712,ORG,"the Baltimore Ravens",2,26,27
AGGRESSIVEVOICEDAILY_20041226.1712-E10-17,AGGRESSIVEVOICEDAILY_20041226.1712,PER,"the best quarterbacks of
all time",3,10,10
AGGRESSIVEVOICEDAILY_20041226.1712-E13-22,AGGRESSIVEVOICEDAILY_20041226.1712,FAC,"his home",5,23,23
AGGRESSIVEVOICEDAILY_20041226.1712-E14-25,AGGRESSIVEVOICEDAILY_20041226.1712,ORG,Philadelphia,6,9,9
AGGRESSIVEVOICEDAILY_20041226.1712-E15-26,AGGRESSIVEVOICEDAILY_20041226.1712,ORG,"Green Bay",6,11,12
AGGRESSIVEVOICEDAILY_20041226.1712-T6-1,AGGRESSIVEVOICEDAILY_20041226.1712,Time,"this morning",5,19,20
AGGRESSIVEVOICEDAILY_20041226.1712-T9-1,AGGRESSIVEVOICEDAILY_20041226.1712,Time,2000,7,5,5
CNN_ENG_20030604_092828.7-E1-1,CNN_ENG_20030604_092828.7,PER,"laci peterson",1,4,5
CNN_ENG_20030604_092828.7-E1-2,CNN_ENG_20030604_092828.7,PER,"his wife",5,9,9
CNN_ENG_20030604_092828.7-E1-4,CNN_ENG_20030604_092828.7,PER,lace,5,10,10
CNN_ENG_20030604_092828.7-E1-15,CNN_ENG_20030604_092828.7,PER,"laci peterson",2,4,5
CNN_ENG_20030604_092828.7-E2-6,CNN_ENG_20030604_092828.7,PER,"their unborn son",5,14,14
CNN_ENG_20030604_092828.7-E3-7,CNN_ENG_20030604_092828.7,PER,their,5,12,12
CNN_ENG_20030604_092828.7-E4-8,CNN_ENG_20030604_092828.7,ORG,us,6,2,2
CNN_ENG_20030604_092828.7-E4-10,CNN_ENG_20030604_092828.7,ORG,us,8,5,5
CNN_ENG_20030604_092828.7-E5-9,CNN_ENG_20030604_092828.7,PER,"beth caras",6,4,5
CNN_ENG_20030604_092828.7-E8-12,CNN_ENG_20030604_092828.7,PER,bill,1,7,7
CNN_ENG_20030604_092828.7-E9-11,CNN_ENG_20030604_092828.7,PER,she,3,1,1
CNN_ENG_20030604_092828.7-E9-13,CNN_ENG_20030604_092828.7,PER,"scott
peterson's attorney",1,16,16
CNN_ENG_20030604_092828.7-E9-17,CNN_ENG_20030604_092828.7,PER,geragos,4,4,4
CNN_ENG_20030604_092828.7-E10-3,CNN_ENG_20030604_092828.7,PER,his,5,8,8
CNN_ENG_20030604_092828.7-E10-14,CNN_ENG_20030604_092828.7,PER,"scott
peterson",1,13,14
CNN_ENG_20030604_092828.7-E10-16,CNN_ENG_20030604_092828.7,PER,scott,2,15,15
CNN_ENG_20030604_092828.7-E10-20,CNN_ENG_20030604_092828.7,PER,peterson,4,6,6
CNN_ENG_20030604_092828.7-E10-23,CNN_ENG_20030604_092828.7,PER,"scott peterson",4,21,22
CNN_ENG_20030604_092828.7-E10-24,CNN_ENG_20030604_092828.7,PER,peterson,5,1,1
CNN_ENG_20030604_092828.7-E11-18,CNN_ENG_20030604_092828.7,PER,anyone,3,3,3
CNN_ENG_20030604_092828.7-E11-19,CNN_ENG_20030604_092828.7,PER,who,3,4,4
CNN_ENG_20030604_092828.7-E12-21,CNN_ENG_20030604_092828.7,FAC,court,4,8,8
CNN_ENG_20030604_092828.7-E13-22,CNN_ENG_20030604_092828.7,PER,"a judge",4,12,12
CNN_ENG_20030604_092828.7-V1-1,CNN_ENG_20030604_092828.7,Crime,"the murder of his wife lace sand their unborn son",5,5,14
CNN_ENG_20030604_092828.7-V2-1,CNN_ENG_20030604_092828.7,Crime,murder,2,17,17
fsh_29526-E1-4,fsh_29526,PER,who,5,10,10
fsh_29526-E2-7,fsh_29526,GPE,Illinois,7,8,8
fsh_29526-E3-9,fsh_29526,GPE,"Austin, Texas",8,8,8
fsh_29526-E4-10,fsh_29526,GPE,Texas,8,10,10
fsh_29526-E5-14,fsh_29526,WEA,"the gun",48,9,9
fsh_29526-E6-25,fsh_29526,PER,"John Kerry",18,36,37
fsh_29526-E6-36,fsh_29526,PER,him,52,43,43
fsh_29526-E6-38,fsh_29526,PER,Kerry,20,7,7
fsh_29526-E6-39,fsh_29526,PER,he,20,16,16
fsh_29526-E6-44,fsh_29526,PER,he,23,4,4
fsh_29526-E6-45,fsh_29526,PER,"a smooth talker",23,11,11
fsh_29526-E6-50,fsh_29526,PER,he,52,47,47
fsh_29526-E6-51,fsh_29526,PER,he,24,13,13
fsh_29526-E6-54,fsh_29526,PER,he,52,49,49
fsh_29526-E6-55,fsh_29526,PER,his,25,2,2
fsh_29526-E6-56,fsh_29526,PER,his,25,5,5
fsh_29526-E6-57,fsh_29526,PER,his,25,6,6
fsh_29526-E6-59,fsh_29526,PER,his,26,20,20
fsh_29526-E6-114,fsh_29526,PER,Kerry,41,42,42
fsh_29526-E6-117,fsh_29526,PER,he,41,64,64
fsh_29526-E6-131,fsh_29526,PER,Kerry,44,15,15
fsh_29526-E6-156,fsh_29526,PER,Kerry,50,30,30
fsh_29526-E6-157,fsh_29526,PER,he,50,41,41
fsh_29526-E6-158,fsh_29526,PER,he,50,52,52
fsh_29526-E6-164,fsh_29526,PER,he,55,6,6
fsh_29526-E6-166,fsh_29526,PER,him,55,26,26
fsh_29526-E6-171,fsh_29526,PER,he,57,4,4
fsh_29526-E6-172,fsh_29526,PER,he,57,8,8
fsh_29526-E6-173,fsh_29526,PER,he,57,16,16
fsh_29526-E6-176,fsh_29526,PER,him,59,10,10
fsh_29526-E6-187,fsh_29526,PER,Kerry,59,91,91
fsh_29526-E6-188,fsh_29526,PER,he,59,96,96
fsh_29526-E7-26,fsh_29526,PER,Edwards,18,39,39
fsh_29526-E8-27,fsh_29526,PER,"pretty strong candidates",18,44,44
fsh_29526-E9-13,fsh_29526,PER,veterans,52,30,30
fsh_29526-E10-33,fsh_29526,PER,"the different candidates",18,87,87
fsh_29526-E11-40,fsh_29526,PER,"a politician",20,22,22
fsh_29526-E11-49,fsh_29526,PER,"a politician",24,9,9
fsh_29526-E11-82,fsh_29526,PER,"a politician",30,51,51
fsh_29526-E12-41,fsh_29526,PER,Bush,20,24,24
fsh_29526-E12-61,fsh_29526,PER,Bush,26,28,28
fsh_29526-E12-70,fsh_29526,PER,Bush,28,18,18
fsh_29526-E12-71,fsh_29526,PER,he,28,23,23
fsh_29526-E12-118,fsh_29526,PER,Bush,41,77,77
fsh_29526-E12-123,fsh_29526,PER,him,42,24,24
fsh_29526-E12-144,fsh_29526,PER,Bush,48,3,3
fsh_29526-E13-3,fsh_29526,PER,Marco,9,1,1
fsh_29526-E13-5,fsh_29526,PER,it,7,4,4
fsh_29526-E13-6,fsh_29526,PER,Marco,12,1,1
fsh_29526-E13-8,fsh_29526,PER,Marco,14,1,1
fsh_29526-E13-11,fsh_29526,PER,Marco,16,1,1
fsh_29526-E13-15,fsh_29526,PER,Marco,17,1,1
fsh_29526-E13-16,fsh_29526,PER,Marco,20,1,1
fsh_29526-E13-18,fsh_29526,PER,Marco,23,1,1
fsh_29526-E13-19,fsh_29526,PER,you,15,4,4
fsh_29526-E13-20,fsh_29526,PER,Marco,24,1,1
fsh_29526-E13-21,fsh_29526,PER,Marco,25,1,1
fsh_29526-E13-22,fsh_29526,PER,Marco,28,1,1
fsh_29526-E13-23,fsh_29526,PER,I,18,18,18
fsh_29526-E13-24,fsh_29526,PER,I,18,31,31
fsh_29526-E13-28,fsh_29526,PER,I,18,51,51
fsh_29526-E13-29,fsh_29526,PER,I,18,56,56
fsh_29526-E13-30,fsh_29526,PER,I,18,63,63
fsh_29526-E13-31,fsh_29526,PER,I,18,67,67
fsh_29526-E13-34,fsh_29526,PER,Marco,7,6,6
fsh_29526-E13-37,fsh_29526,PER,I,20,4,4
fsh_29526-E13-43,fsh_29526,PER,Marco,30,1,1
fsh_29526-E13-58,fsh_29526,PER,I,26,6,6
fsh_29526-E13-60,fsh_29526,PER,I,26,24,24
fsh_29526-E13-62,fsh_29526,PER,I,27,10,10
fsh_29526-E13-66,fsh_29526,PER,I,28,3,3
fsh_29526-E13-67,fsh_29526,PER,I,28,8,8
fsh_29526-E13-68,fsh_29526,PER,I,28,11,11
fsh_29526-E13-69,fsh_29526,PER,me,28,40,40
fsh_29526-E13-75,fsh_29526,PER,I,30,3,3
fsh_29526-E13-88,fsh_29526,PER,I,32,8,8
fsh_29526-E13-89,fsh_29526,PER,me,32,25,25
fsh_29526-E13-90,fsh_29526,PER,Marco,32,1,1
fsh_29526-E13-91,fsh_29526,PER,Marco,34,1,1
fsh_29526-E13-96,fsh_29526,PER,you,36,7,7
fsh_29526-E13-103,fsh_29526,PER,Marco,38,1,1
fsh_29526-E13-104,fsh_29526,PER,Marco,39,12,12
