id,doc_id,subtype,stanford_sentence_id,stanford_token
CNN_IP_20030330.1600.06-EV4-1,CNN_IP_20030330.1600.06,Injure,2,19
CNN_IP_20030330.1600.06-EV4-2,CNN_IP_20030330.1600.06,Injure,11,5
CNN_IP_20030330.1600.06-EV5-1,CNN_IP_20030330.1600.06,Attack,2,25
CNN_IP_20030330.1600.06-EV5-2,CNN_IP_20030330.1600.06,Attack,3,9
CNN_IP_20030330.1600.06-EV5-3,CNN_IP_20030330.1600.06,Attack,7,6
CNN_IP_20030330.1600.06-EV5-4,CNN_IP_20030330.1600.06,Attack,19,4
CNN_IP_20030330.1600.06-EV5-5,CNN_IP_20030330.1600.06,Attack,20,16
CNN_IP_20030330.1600.06-EV5-6,CNN_IP_20030330.1600.06,Attack,23,12
CNN_IP_20030330.1600.06-EV6-1,CNN_IP_20030330.1600.06,Die,10,11
CNN_IP_20030330.1600.06-EV7-1,CNN_IP_20030330.1600.06,Attack,18,41
CNN_IP_20030330.1600.06-EV7-2,CNN_IP_20030330.1600.06,Attack,18,16
CNN_IP_20030330.1600.06-EV8-1,CNN_IP_20030330.1600.06,Attack,21,17
CNN_IP_20030330.1600.06-EV9-1,CNN_IP_20030330.1600.06,Attack,23,10
CNN_ENG_20030507_160538.15-EV1-1,CNN_ENG_20030507_160538.15,Attack,4,2
CNN_ENG_20030507_160538.15-EV2-1,CNN_ENG_20030507_160538.15,Transport,11,8
CNN_ENG_20030507_160538.15-EV3-1,CNN_ENG_20030507_160538.15,Injure,12,9
CNN_ENG_20030507_160538.15-EV4-1,CNN_ENG_20030507_160538.15,Die,12,11
CNN_ENG_20030507_160538.15-EV5-1,CNN_ENG_20030507_160538.15,Attack,14,19
CNN_ENG_20030507_160538.15-EV6-1,CNN_ENG_20030507_160538.15,Attack,14,34
CNN_ENG_20030507_160538.15-EV7-1,CNN_ENG_20030507_160538.15,Attack,15,42
CNNHL_ENG_20030625_193346.7-EV1-1,CNNHL_ENG_20030625_193346.7,Phone-Write,1,7
CNNHL_ENG_20030625_193346.7-EV2-1,CNNHL_ENG_20030625_193346.7,Attack,1,20
rec.music.makers.guitar.acoustic_20041228.1628-EV1-1,rec.music.makers.guitar.acoustic_20041228.1628,Elect,1,16
rec.music.makers.guitar.acoustic_20041228.1628-EV1-2,rec.music.makers.guitar.acoustic_20041228.1628,Elect,1,19
rec.music.makers.guitar.acoustic_20041228.1628-EV1-3,rec.music.makers.guitar.acoustic_20041228.1628,Elect,54,18
rec.music.makers.guitar.acoustic_20041228.1628-EV2-1,rec.music.makers.guitar.acoustic_20041228.1628,Elect,3,6
rec.music.makers.guitar.acoustic_20041228.1628-EV2-2,rec.music.makers.guitar.acoustic_20041228.1628,Elect,10,15
rec.music.makers.guitar.acoustic_20041228.1628-EV2-3,rec.music.makers.guitar.acoustic_20041228.1628,Elect,19,8
rec.music.makers.guitar.acoustic_20041228.1628-EV3-1,rec.music.makers.guitar.acoustic_20041228.1628,Elect,13,26
CNN_ENG_20030422_083005.10-EV1-1,CNN_ENG_20030422_083005.10,Declare-Bankruptcy,7,25
CNN_ENG_20030429_190711.14-EV1-1,CNN_ENG_20030429_190711.14,Transport,2,18
CNN_ENG_20030429_190711.14-EV2-1,CNN_ENG_20030429_190711.14,Transport,5,7
APW_ENG_20030419.0358-EV1-1,APW_ENG_20030419.0358,Be-Born,1,6
APW_ENG_20030419.0358-EV1-2,APW_ENG_20030419.0358,Be-Born,2,4
APW_ENG_20030419.0358-EV1-3,APW_ENG_20030419.0358,Be-Born,6,8
APW_ENG_20030419.0358-EV1-4,APW_ENG_20030419.0358,Be-Born,9,15
APW_ENG_20030419.0358-EV1-5,APW_ENG_20030419.0358,Be-Born,13,2
APW_ENG_20030419.0358-EV1-6,APW_ENG_20030419.0358,Be-Born,1,31
APW_ENG_20030419.0358-EV2-1,APW_ENG_20030419.0358,Transport,5,5
APW_ENG_20030419.0358-EV2-2,APW_ENG_20030419.0358,Transport,7,5
APW_ENG_20030419.0358-EV2-3,APW_ENG_20030419.0358,Transport,11,21
APW_ENG_20030419.0358-EV3-1,APW_ENG_20030419.0358,Die,13,7
MARKETVIEW_20050208.2033-EV1-1,MARKETVIEW_20050208.2033,Transfer-Ownership,2,10
CNN_ENG_20030312_083725.3-EV1-1,CNN_ENG_20030312_083725.3,Attack,1,7
CNN_ENG_20030312_083725.3-EV2-1,CNN_ENG_20030312_083725.3,Die,2,9
CNN_ENG_20030312_083725.3-EV3-1,CNN_ENG_20030312_083725.3,Transport,3,7
CNN_ENG_20030312_083725.3-EV4-1,CNN_ENG_20030312_083725.3,Meet,3,9
CNN_ENG_20030312_083725.3-EV5-1,CNN_ENG_20030312_083725.3,Die,2,18
CNN_ENG_20030312_083725.3-EV6-1,CNN_ENG_20030312_083725.3,Attack,2,15
CNN_ENG_20030312_083725.3-EV7-1,CNN_ENG_20030312_083725.3,Die,5,14
CNN_ENG_20030312_083725.3-EV8-1,CNN_ENG_20030312_083725.3,Attack,6,6
APW_ENG_20030603.0303-EV1-1,APW_ENG_20030603.0303,Trial-Hearing,1,15
APW_ENG_20030603.0303-EV2-1,APW_ENG_20030603.0303,Die,1,30
APW_ENG_20030603.0303-EV3-1,APW_ENG_20030603.0303,Acquit,2,4
APW_ENG_20030603.0303-EV3-2,APW_ENG_20030603.0303,Acquit,4,35
APW_ENG_20030603.0303-EV4-1,APW_ENG_20030603.0303,Charge-Indict,2,10
APW_ENG_20030603.0303-EV5-1,APW_ENG_20030603.0303,Die,3,17
APW_ENG_20030603.0303-EV6-1,APW_ENG_20030603.0303,Trial-Hearing,4,31
APW_ENG_20030603.0303-EV7-1,APW_ENG_20030603.0303,Appeal,5,4
APW_ENG_20030603.0303-EV8-1,APW_ENG_20030603.0303,Trial-Hearing,5,19
APW_ENG_20030603.0303-EV8-2,APW_ENG_20030603.0303,Trial-Hearing,9,3
APW_ENG_20030603.0303-EV9-1,APW_ENG_20030603.0303,Die,9,13
APW_ENG_20030603.0303-EV10-1,APW_ENG_20030603.0303,Charge-Indict,3,3
APW_ENG_20030603.0303-EV11-1,APW_ENG_20030603.0303,Attack,10,2
APW_ENG_20030603.0303-EV12-1,APW_ENG_20030603.0303,Charge-Indict,12,5
APW_ENG_20030422.0469-EV1-1,APW_ENG_20030422.0469,Meet,3,19
APW_ENG_20030422.0469-EV2-1,APW_ENG_20030422.0469,Attack,3,42
APW_ENG_20030422.0469-EV3-1,APW_ENG_20030422.0469,Attack,2,13
APW_ENG_20030422.0469-EV3-2,APW_ENG_20030422.0469,Attack,30,21
APW_ENG_20030422.0469-EV3-3,APW_ENG_20030422.0469,Attack,7,14
APW_ENG_20030422.0469-EV3-4,APW_ENG_20030422.0469,Attack,15,22
APW_ENG_20030422.0469-EV4-1,APW_ENG_20030422.0469,Transport,19,21
APW_ENG_20030422.0469-EV5-1,APW_ENG_20030422.0469,Transport,29,3
APW_ENG_20030422.0469-EV6-1,APW_ENG_20030422.0469,Attack,5,10
APW_ENG_20030422.0469-EV7-1,APW_ENG_20030422.0469,Meet,8,8
APW_ENG_20030422.0469-EV8-1,APW_ENG_20030422.0469,Meet,12,6
APW_ENG_20030422.0469-EV9-1,APW_ENG_20030422.0469,Attack,16,22
APW_ENG_20030422.0469-EV10-1,APW_ENG_20030422.0469,Attack,19,17
APW_ENG_20030422.0469-EV11-1,APW_ENG_20030422.0469,Transport,30,16
CNN_ENG_20030403_183513.1-EV1-1,CNN_ENG_20030403_183513.1,Attack,1,8
CNN_ENG_20030403_183513.1-EV2-1,CNN_ENG_20030403_183513.1,Transport,2,8
CNN_ENG_20030403_183513.1-EV3-1,CNN_ENG_20030403_183513.1,Attack,3,6
CNN_ENG_20030403_183513.1-EV4-1,CNN_ENG_20030403_183513.1,Attack,5,7
CNN_ENG_20030403_183513.1-EV5-1,CNN_ENG_20030403_183513.1,Attack,6,7
CNN_ENG_20030403_183513.1-EV6-1,CNN_ENG_20030403_183513.1,Attack,11,13
CNN_ENG_20030403_183513.1-EV7-1,CNN_ENG_20030403_183513.1,Attack,13,3
CNN_ENG_20030403_183513.1-EV8-1,CNN_ENG_20030403_183513.1,Transport,13,13
misc.invest.marketplace_20050208.2406-EV1-1,misc.invest.marketplace_20050208.2406,Transfer-Money,1,23
misc.invest.marketplace_20050208.2406-EV2-1,misc.invest.marketplace_20050208.2406,Transfer-Money,5,44
misc.invest.marketplace_20050208.2406-EV3-1,misc.invest.marketplace_20050208.2406,End-Position,5,81
CNN_ENG_20030621_115841.16-EV1-1,CNN_ENG_20030621_115841.16,Meet,1,23
CNN_ENG_20030621_115841.16-EV1-2,CNN_ENG_20030621_115841.16,Meet,7,8
CNN_ENG_20030621_115841.16-EV2-1,CNN_ENG_20030621_115841.16,End-Org,9,23
CNN_ENG_20030621_115841.16-EV3-1,CNN_ENG_20030621_115841.16,Meet,5,15
XIN_ENG_20030610.0299-EV1-1,XIN_ENG_20030610.0299,Sentence,4,3
XIN_ENG_20030610.0299-EV1-2,XIN_ENG_20030610.0299,Sentence,1,13
XIN_ENG_20030610.0299-EV2-1,XIN_ENG_20030610.0299,Fine,2,13
XIN_ENG_20030610.0299-EV3-1,XIN_ENG_20030610.0299,Charge-Indict,7,22
CNN_ENG_20030512_190454.7-EV1-1,CNN_ENG_20030512_190454.7,Die,5,12
CNN_CF_20030305.1900.00-3-EV1-1,CNN_CF_20030305.1900.00-3,End-Position,1,2
CNN_CF_20030305.1900.00-3-EV2-1,CNN_CF_20030305.1900.00-3,Elect,18,11
CNN_CF_20030305.1900.00-3-EV3-1,CNN_CF_20030305.1900.00-3,Attack,29,17
CNN_CF_20030305.1900.00-3-EV4-1,CNN_CF_20030305.1900.00-3,Attack,30,11
fsh_29195-EV1-1,fsh_29195,Elect,2,8
fsh_29195-EV2-1,fsh_29195,End-Position,2,37
fsh_29195-EV3-1,fsh_29195,End-Position,59,44
fsh_29195-EV4-1,fsh_29195,Start-Position,2,21
fsh_29195-EV5-1,fsh_29195,Start-Position,3,7
fsh_29195-EV5-2,fsh_29195,Start-Position,4,13
fsh_29195-EV6-1,fsh_29195,Start-Position,5,11
fsh_29195-EV7-1,fsh_29195,Attack,10,14
fsh_29195-EV7-2,fsh_29195,Attack,13,21
fsh_29195-EV7-3,fsh_29195,Attack,27,9
fsh_29195-EV7-4,fsh_29195,Attack,29,27
fsh_29195-EV8-1,fsh_29195,Elect,79,20
CNN_ENG_20030515_073019.7-EV1-1,CNN_ENG_20030515_073019.7,Marry,6,19
AGGRESSIVEVOICEDAILY_20050208.1142-EV1-1,AGGRESSIVEVOICEDAILY_20050208.1142,Die,11,4
AGGRESSIVEVOICEDAILY_20050208.1142-EV2-1,AGGRESSIVEVOICEDAILY_20050208.1142,Be-Born,5,14
fsh_29774-EV1-1,fsh_29774,Marry,63,11
fsh_29774-EV2-1,fsh_29774,Start-Position,80,16
fsh_29774-EV3-1,fsh_29774,Injure,90,40
fsh_29774-EV4-1,fsh_29774,Transport,7,4
fsh_29774-EV5-1,fsh_29774,Phone-Write,13,6
fsh_29774-EV6-1,fsh_29774,Phone-Write,18,5
fsh_29774-EV7-1,fsh_29774,Transport,25,1
fsh_29774-EV7-2,fsh_29774,Transport,47,19
fsh_29774-EV8-1,fsh_29774,Marry,34,28
fsh_29774-EV9-1,fsh_29774,Die,35,8
fsh_29774-EV9-2,fsh_29774,Die,36,13
fsh_29774-EV10-1,fsh_29774,Transport,73,19
fsh_29774-EV11-1,fsh_29774,Transport,78,7
XIN_ENG_20030425.0184-EV1-1,XIN_ENG_20030425.0184,Meet,2,14
APW_ENG_20030424.0698-EV1-1,APW_ENG_20030424.0698,Marry,1,4
APW_ENG_20030424.0698-EV1-2,APW_ENG_20030424.0698,Marry,3,11
APW_ENG_20030424.0698-EV1-3,APW_ENG_20030424.0698,Marry,19,4
APW_ENG_20030424.0698-EV2-1,APW_ENG_20030424.0698,Transport,4,17
APW_ENG_20030424.0698-EV3-1,APW_ENG_20030424.0698,Divorce,4,27
APW_ENG_20030424.0698-EV3-2,APW_ENG_20030424.0698,Divorce,10,9
APW_ENG_20030424.0698-EV3-3,APW_ENG_20030424.0698,Divorce,12,2
APW_ENG_20030424.0698-EV4-1,APW_ENG_20030424.0698,Marry,4,35
APW_ENG_20030424.0698-EV5-1,APW_ENG_20030424.0698,Attack,5,36
APW_ENG_20030424.0698-EV6-1,APW_ENG_20030424.0698,Transfer-Money,12,8
APW_ENG_20030424.0698-EV7-1,APW_ENG_20030424.0698,Marry,14,32
APW_ENG_20030424.0698-EV8-1,APW_ENG_20030424.0698,Marry,15,4
APW_ENG_20030424.0698-EV9-1,APW_ENG_20030424.0698,Marry,16,21
APW_ENG_20030424.0698-EV10-1,APW_ENG_20030424.0698,Divorce,17,2
APW_ENG_20030424.0698-EV11-1,APW_ENG_20030424.0698,Marry,20,5
APW_ENG_20030424.0698-EV11-2,APW_ENG_20030424.0698,Marry,19,23
AGGRESSIVEVOICEDAILY_20050106.1310-EV1-1,AGGRESSIVEVOICEDAILY_20050106.1310,Convict,1,21
AGGRESSIVEVOICEDAILY_20050106.1310-EV1-2,AGGRESSIVEVOICEDAILY_20050106.1310,Convict,7,9
AGGRESSIVEVOICEDAILY_20050106.1310-EV2-1,AGGRESSIVEVOICEDAILY_20050106.1310,Appeal,1,15
AGGRESSIVEVOICEDAILY_20050106.1310-EV3-1,AGGRESSIVEVOICEDAILY_20050106.1310,Die,2,16
AGGRESSIVEVOICEDAILY_20050106.1310-EV3-2,AGGRESSIVEVOICEDAILY_20050106.1310,Die,4,9
AGGRESSIVEVOICEDAILY_20050106.1310-EV3-3,AGGRESSIVEVOICEDAILY_20050106.1310,Die,5,13
AGGRESSIVEVOICEDAILY_20050106.1310-EV4-1,AGGRESSIVEVOICEDAILY_20050106.1310,Transfer-Money,3,19
AGGRESSIVEVOICEDAILY_20050106.1310-EV5-1,AGGRESSIVEVOICEDAILY_20050106.1310,Sentence,5,5
AGGRESSIVEVOICEDAILY_20050106.1310-EV6-1,AGGRESSIVEVOICEDAILY_20050106.1310,Trial-Hearing,1,44
AGGRESSIVEVOICEDAILY_20050106.1310-EV7-1,AGGRESSIVEVOICEDAILY_20050106.1310,Trial-Hearing,6,4
AGGRESSIVEVOICEDAILY_20050106.1310-EV8-1,AGGRESSIVEVOICEDAILY_20050106.1310,Trial-Hearing,7,14
fsh_29581_1-EV1-1,fsh_29581_1,Attack,60,10
fsh_29581_1-EV1-2,fsh_29581_1,Attack,59,11
fsh_29581_1-EV2-1,fsh_29581_1,Die,61,12
fsh_29581_1-EV3-1,fsh_29581_1,Attack,61,45
fsh_29581_1-EV4-1,fsh_29581_1,Die,67,12
fsh_29581_1-EV5-1,fsh_29581_1,Die,2,30
fsh_29581_1-EV5-2,fsh_29581_1,Die,2,13
fsh_29581_1-EV5-3,fsh_29581_1,Die,4,14
fsh_29581_1-EV5-4,fsh_29581_1,Die,43,30
fsh_29581_1-EV5-5,fsh_29581_1,Die,2,1
fsh_29581_1-EV6-1,fsh_29581_1,Attack,3,18
fsh_29581_1-EV7-1,fsh_29581_1,Transport,36,19
fsh_29581_1-EV8-1,fsh_29581_1,Attack,67,10
CNN_ENG_20030515_063019.6-EV1-1,CNN_ENG_20030515_063019.6,Die,2,6
CNN_ENG_20030515_063019.6-EV2-1,CNN_ENG_20030515_063019.6,Trial-Hearing,3,4
CNN_ENG_20030515_063019.6-EV3-1,CNN_ENG_20030515_063019.6,Arrest-Jail,2,3
seattle.politics_20050122.2412-EV1-1,seattle.politics_20050122.2412,Attack,34,23
seattle.politics_20050122.2412-EV2-1,seattle.politics_20050122.2412,Attack,43,33
fsh_29171-EV1-1,fsh_29171,Start-Position,30,11
fsh_29171-EV2-1,fsh_29171,Start-Position,33,27
fsh_29171-EV3-1,fsh_29171,Start-Position,48,9
fsh_29171-EV3-2,fsh_29171,Start-Position,48,14
fsh_29171-EV4-1,fsh_29171,Transfer-Ownership,55,2
CNNHL_ENG_20030618_230303.6-EV1-1,CNNHL_ENG_20030618_230303.6,Arrest-Jail,3,9
CNNHL_ENG_20030618_230303.6-EV2-1,CNNHL_ENG_20030618_230303.6,Arrest-Jail,4,4
CNNHL_ENG_20030618_230303.6-EV3-1,CNNHL_ENG_20030618_230303.6,Attack,4,6
CNNHL_ENG_20030618_230303.6-EV4-1,CNNHL_ENG_20030618_230303.6,Injure,1,7
CNN_ENG_20030625_210122.0-EV1-1,CNN_ENG_20030625_210122.0,Trial-Hearing,5,5
CNN_ENG_20030625_210122.0-EV2-1,CNN_ENG_20030625_210122.0,Die,8,27
CNN_ENG_20030625_210122.0-EV3-1,CNN_ENG_20030625_210122.0,Trial-Hearing,10,18
CNN_ENG_20030625_210122.0-EV4-1,CNN_ENG_20030625_210122.0,Arrest-Jail,23,3
CNN_ENG_20030625_210122.0-EV5-1,CNN_ENG_20030625_210122.0,Trial-Hearing,23,11
CNN_LE_20030504.1200.01-EV1-1,CNN_LE_20030504.1200.01,Transport,29,30
CNN_LE_20030504.1200.01-EV2-1,CNN_LE_20030504.1200.01,Attack,39,5
CNN_LE_20030504.1200.01-EV3-1,CNN_LE_20030504.1200.01,End-Position,41,19
CNN_LE_20030504.1200.01-EV4-1,CNN_LE_20030504.1200.01,Attack,10,20
CNN_LE_20030504.1200.01-EV4-2,CNN_LE_20030504.1200.01,Attack,31,17
CNN_LE_20030504.1200.01-EV5-1,CNN_LE_20030504.1200.01,Attack,36,4
CNN_LE_20030504.1200.01-EV5-2,CNN_LE_20030504.1200.01,Attack,3,6
CNN_LE_20030504.1200.01-EV5-3,CNN_LE_20030504.1200.01,Attack,3,10
CNN_LE_20030504.1200.01-EV5-4,CNN_LE_20030504.1200.01,Attack,31,15
CNN_LE_20030504.1200.01-EV6-1,CNN_LE_20030504.1200.01,Meet,4,17
CNN_LE_20030504.1200.01-EV7-1,CNN_LE_20030504.1200.01,Phone-Write,6,2
CNN_LE_20030504.1200.01-EV8-1,CNN_LE_20030504.1200.01,Phone-Write,15,10
CNN_LE_20030504.1200.01-EV8-2,CNN_LE_20030504.1200.01,Phone-Write,17,14
CNN_LE_20030504.1200.01-EV8-3,CNN_LE_20030504.1200.01,Phone-Write,18,14
CNN_LE_20030504.1200.01-EV9-1,CNN_LE_20030504.1200.01,Transport,25,14
CNN_LE_20030504.1200.01-EV10-1,CNN_LE_20030504.1200.01,Meet,41,28
CNN_IP_20030403.1600.00-1-EV1-1,CNN_IP_20030403.1600.00-1,Transport,2,26
CNN_IP_20030403.1600.00-1-EV2-1,CNN_IP_20030403.1600.00-1,Transport,3,10
CNN_IP_20030403.1600.00-1-EV3-1,CNN_IP_20030403.1600.00-1,Attack,3,20
CNN_IP_20030403.1600.00-1-EV4-1,CNN_IP_20030403.1600.00-1,Transport,4,4
CNN_IP_20030403.1600.00-1-EV4-2,CNN_IP_20030403.1600.00-1,Transport,16,12
CNN_IP_20030403.1600.00-1-EV5-1,CNN_IP_20030403.1600.00-1,Transport,5,11
CNN_IP_20030403.1600.00-1-EV6-1,CNN_IP_20030403.1600.00-1,Transport,6,14
CNN_IP_20030403.1600.00-1-EV7-1,CNN_IP_20030403.1600.00-1,Meet,8,18
CNN_IP_20030403.1600.00-1-EV8-1,CNN_IP_20030403.1600.00-1,Attack,11,16
CNN_IP_20030403.1600.00-1-EV9-1,CNN_IP_20030403.1600.00-1,Transport,13,21
CNN_IP_20030403.1600.00-1-EV10-1,CNN_IP_20030403.1600.00-1,Transport,17,6
CNN_IP_20030403.1600.00-1-EV11-1,CNN_IP_20030403.1600.00-1,Transfer-Ownership,17,18
CNN_IP_20030403.1600.00-1-EV12-1,CNN_IP_20030403.1600.00-1,Attack,19,6
CNN_IP_20030403.1600.00-1-EV13-1,CNN_IP_20030403.1600.00-1,Attack,22,7
CNN_IP_20030403.1600.00-1-EV14-1,CNN_IP_20030403.1600.00-1,Attack,26,7
CNN_IP_20030403.1600.00-1-EV15-1,CNN_IP_20030403.1600.00-1,Attack,27,29
CNN_IP_20030403.1600.00-1-EV15-2,CNN_IP_20030403.1600.00-1,Attack,29,25
CNN_IP_20030403.1600.00-1-EV16-1,CNN_IP_20030403.1600.00-1,Transport,29,44
CNN_IP_20030403.1600.00-1-EV17-1,CNN_IP_20030403.1600.00-1,Transport,34,4
CNN_IP_20030403.1600.00-1-EV18-1,CNN_IP_20030403.1600.00-1,Attack,3,18
CNN_IP_20030403.1600.00-1-EV19-1,CNN_IP_20030403.1600.00-1,Transport,10,6
CNN_IP_20030403.1600.00-1-EV20-1,CNN_IP_20030403.1600.00-1,Attack,15,12
CNN_IP_20030403.1600.00-1-EV21-1,CNN_IP_20030403.1600.00-1,Attack,22,25
rec.travel.usa-canada_20050128.0121-EV1-1,rec.travel.usa-canada_20050128.0121,Transport,3,25
rec.travel.usa-canada_20050128.0121-EV2-1,rec.travel.usa-canada_20050128.0121,Transport,3,68
rec.travel.usa-canada_20050128.0121-EV3-1,rec.travel.usa-canada_20050128.0121,Transport,3,90
rec.travel.usa-canada_20050128.0121-EV4-1,rec.travel.usa-canada_20050128.0121,Transport,3,104
rec.travel.usa-canada_20050128.0121-EV5-1,rec.travel.usa-canada_20050128.0121,Transport,3,163
rec.travel.usa-canada_20050128.0121-EV6-1,rec.travel.usa-canada_20050128.0121,Transport,3,202
rec.travel.usa-canada_20050128.0121-EV7-1,rec.travel.usa-canada_20050128.0121,Transport,4,3
rec.travel.usa-canada_20050128.0121-EV8-1,rec.travel.usa-canada_20050128.0121,Transport,18,19
rec.travel.usa-canada_20050128.0121-EV9-1,rec.travel.usa-canada_20050128.0121,Transport,25,17
rec.travel.usa-canada_20050128.0121-EV10-1,rec.travel.usa-canada_20050128.0121,Transport,3,124
rec.travel.usa-canada_20050128.0121-EV11-1,rec.travel.usa-canada_20050128.0121,Transport,1,32
rec.travel.usa-canada_20050128.0121-EV12-1,rec.travel.usa-canada_20050128.0121,Transport,1,11
rec.travel.usa-canada_20050128.0121-EV12-2,rec.travel.usa-canada_20050128.0121,Transport,15,39
rec.travel.usa-canada_20050128.0121-EV12-3,rec.travel.usa-canada_20050128.0121,Transport,23,13
rec.travel.usa-canada_20050128.0121-EV12-4,rec.travel.usa-canada_20050128.0121,Transport,1,46
rec.travel.usa-canada_20050128.0121-EV13-1,rec.travel.usa-canada_20050128.0121,Transport,20,4
FLOPPINGACES_20041228.0927.010-EV1-1,FLOPPINGACES_20041228.0927.010,Attack,3,22
FLOPPINGACES_20041228.0927.010-EV2-1,FLOPPINGACES_20041228.0927.010,Injure,5,5
FLOPPINGACES_20041228.0927.010-EV3-1,FLOPPINGACES_20041228.0927.010,Transport,7,2
FLOPPINGACES_20041228.0927.010-EV3-2,FLOPPINGACES_20041228.0927.010,Transport,8,3
FLOPPINGACES_20041228.0927.010-EV4-1,FLOPPINGACES_20041228.0927.010,Transport,8,23
FLOPPINGACES_20041228.0927.010-EV5-1,FLOPPINGACES_20041228.0927.010,Transport,9,11
FLOPPINGACES_20041228.0927.010-EV6-1,FLOPPINGACES_20041228.0927.010,Transport,10,4
FLOPPINGACES_20041228.0927.010-EV7-1,FLOPPINGACES_20041228.0927.010,Attack,13,23
FLOPPINGACES_20041228.0927.010-EV8-1,FLOPPINGACES_20041228.0927.010,Transport,14,14
FLOPPINGACES_20041228.0927.010-EV9-1,FLOPPINGACES_20041228.0927.010,Die,15,85
FLOPPINGACES_20041228.0927.010-EV9-2,FLOPPINGACES_20041228.0927.010,Die,15,94
FLOPPINGACES_20041228.0927.010-EV9-3,FLOPPINGACES_20041228.0927.010,Die,15,109
FLOPPINGACES_20041228.0927.010-EV10-1,FLOPPINGACES_20041228.0927.010,Transport,20,38
FLOPPINGACES_20041228.0927.010-EV11-1,FLOPPINGACES_20041228.0927.010,Attack,21,18
FLOPPINGACES_20041228.0927.010-EV12-1,FLOPPINGACES_20041228.0927.010,Die,21,23
CNN_ENG_20030612_072835.2-EV1-1,CNN_ENG_20030612_072835.2,Attack,5,7
CNN_ENG_20030612_072835.2-EV2-1,CNN_ENG_20030612_072835.2,Meet,6,2
CNN_ENG_20030612_072835.2-EV3-1,CNN_ENG_20030612_072835.2,Attack,2,9
soc.history.war.world-war-ii_20050127.2403-EV1-1,soc.history.war.world-war-ii_20050127.2403,Fine,22,40
soc.history.war.world-war-ii_20050127.2403-EV2-1,soc.history.war.world-war-ii_20050127.2403,Die,27,37
soc.history.war.world-war-ii_20050127.2403-EV3-1,soc.history.war.world-war-ii_20050127.2403,Transfer-Ownership,38,8
soc.history.war.world-war-ii_20050127.2403-EV3-2,soc.history.war.world-war-ii_20050127.2403,Transfer-Ownership,39,4
soc.history.war.world-war-ii_20050127.2403-EV3-3,soc.history.war.world-war-ii_20050127.2403,Transfer-Ownership,41,3
soc.history.war.world-war-ii_20050127.2403-EV3-4,soc.history.war.world-war-ii_20050127.2403,Transfer-Ownership,42,4
soc.history.war.world-war-ii_20050127.2403-EV4-1,soc.history.war.world-war-ii_20050127.2403,Attack,2,18
soc.history.war.world-war-ii_20050127.2403-EV4-2,soc.history.war.world-war-ii_20050127.2403,Attack,13,39
soc.history.war.world-war-ii_20050127.2403-EV4-3,soc.history.war.world-war-ii_20050127.2403,Attack,13,60
soc.history.war.world-war-ii_20050127.2403-EV5-1,soc.history.war.world-war-ii_20050127.2403,Attack,6,29
soc.history.war.world-war-ii_20050127.2403-EV6-1,soc.history.war.world-war-ii_20050127.2403,Attack,6,42
soc.history.war.world-war-ii_20050127.2403-EV7-1,soc.history.war.world-war-ii_20050127.2403,Attack,13,21
soc.history.war.world-war-ii_20050127.2403-EV8-1,soc.history.war.world-war-ii_20050127.2403,Attack,8,29
soc.history.war.world-war-ii_20050127.2403-EV8-2,soc.history.war.world-war-ii_20050127.2403,Attack,8,33
soc.history.war.world-war-ii_20050127.2403-EV8-3,soc.history.war.world-war-ii_20050127.2403,Attack,9,18
soc.history.war.world-war-ii_20050127.2403-EV8-4,soc.history.war.world-war-ii_20050127.2403,Attack,15,25
soc.history.war.world-war-ii_20050127.2403-EV8-5,soc.history.war.world-war-ii_20050127.2403,Attack,16,29
soc.history.war.world-war-ii_20050127.2403-EV9-1,soc.history.war.world-war-ii_20050127.2403,Transport,10,14
soc.history.war.world-war-ii_20050127.2403-EV10-1,soc.history.war.world-war-ii_20050127.2403,Attack,12,51
soc.history.war.world-war-ii_20050127.2403-EV11-1,soc.history.war.world-war-ii_20050127.2403,Attack,12,71
soc.history.war.world-war-ii_20050127.2403-EV12-1,soc.history.war.world-war-ii_20050127.2403,Transport,12,65
soc.history.war.world-war-ii_20050127.2403-EV13-1,soc.history.war.world-war-ii_20050127.2403,Attack,20,5
soc.history.war.world-war-ii_20050127.2403-EV14-1,soc.history.war.world-war-ii_20050127.2403,Die,22,3
soc.history.war.world-war-ii_20050127.2403-EV15-1,soc.history.war.world-war-ii_20050127.2403,Attack,22,37
soc.history.war.world-war-ii_20050127.2403-EV16-1,soc.history.war.world-war-ii_20050127.2403,Attack,26,9
soc.history.war.world-war-ii_20050127.2403-EV16-2,soc.history.war.world-war-ii_20050127.2403,Attack,27,4
soc.history.war.world-war-ii_20050127.2403-EV16-3,soc.history.war.world-war-ii_20050127.2403,Attack,28,2
soc.history.war.world-war-ii_20050127.2403-EV16-4,soc.history.war.world-war-ii_20050127.2403,Attack,29,16
soc.history.war.world-war-ii_20050127.2403-EV16-5,soc.history.war.world-war-ii_20050127.2403,Attack,30,15
soc.history.war.world-war-ii_20050127.2403-EV16-6,soc.history.war.world-war-ii_20050127.2403,Attack,31,2
soc.history.war.world-war-ii_20050127.2403-EV16-7,soc.history.war.world-war-ii_20050127.2403,Attack,34,19
soc.history.war.world-war-ii_20050127.2403-EV16-8,soc.history.war.world-war-ii_20050127.2403,Attack,36,15
